QC,Study ID,Reference,Collector,coral,plant,algae,fish,inverts,mobile inverts,sessile inverts,marine mammals,phytoplankton,zooplankton,mesh size,mesh size units,Descriptor of Taxa Sampled,Sys,Lat,Long,Loc,Event?,Event type,A priori?,Year of Event,Notes,Vis,Trwl,Line,Drdg,Trp,Source,Site,n1,n2,sub1,sub2,I1,I2,ind1_error,ind1_error_type,ind2_error,ind2_error_type,P1,P2,SiSz,SiSz (units),PltSz,PltSz (units),T1,T1m,T2,T2m,SppR1,SppR1 Error,SppR1 Error Type,SppR2,SppR2 Error,SppR2 Error Type,Shan1,Shan1 Error,Shan1 Error Type,Shan2,Shan2 Error,Shan2 Error Type,Simps1,Simps1 Error,Simps1 Error Type,Simps2,Simps2 Error,Simps2 Error Type,Even1,Even1 Error,Even1 Error Type,Even2,Even2 Error,Even2 Error Type
JD,693,"Bedford, et al., 2006",AH,0,0,0,0,0,0,1,0,0,0,NA,NA,turf invertebrates,rocky subtidal,34.013056,-118.5425,Southern California,Yes,Artificial rock reef built,Yes,1987,"Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.",1,0,0,0,0,Table 4,Topanga,12,12,,,,,,,,,,,269,acres,1,m^2,1989,Nov,1990,Nov,12,,,0,,,,,,,,,,,,,,,,,,,,
JD,693,"Bedford, et al., 2006",AH,0,0,0,0,0,0,1,0,0,0,NA,NA,turf invertebrates,rocky subtidal,34.013056,-118.5425,Southern California,Yes,Artificial rock reef built,Yes,1987,"Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.",1,0,0,0,0,Table 4,Shallow,12,12,,,,,,,,,,,269,acres,1,m^2,1990,Nov,1992,Nov,8,,,0,,,,,,,,,,,,,,,,,,,,
JD,693,"Bedford, et al., 2006",AH,0,0,0,0,0,0,1,0,0,0,NA,NA,turf invertebrates,rocky subtidal,34.013056,-118.5425,Southern California,Yes,Artificial rock reef built,Yes,1987,"Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.",1,0,0,0,0,Table 4,Mid,12,12,,,,,,,,,,,269,acres,1,m^2,1990,Nov,1992,Nov,8,,,11,,,,,,,,,,,,,,,,,,,,
JD,693,"Bedford, et al., 2006",AH,0,0,0,0,0,0,1,0,0,0,NA,NA,turf invertebrates,rocky subtidal,34.013056,-118.5425,Southern California,Yes,Artificial rock reef built,Yes,1987,"Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.",1,0,0,0,0,Table 4,Deep,12,12,,,,,,,,,,,269,acres,1,m^2,1990,Nov,1992,Nov,4,,,0,,,,,,,,,,,,,,,,,,,,
JD,693,"Bedford, et al., 2006",AH,0,0,0,0,0,0,1,0,0,0,NA,NA,turf invertebrates,rocky subtidal,34.013056,-118.5425,Southern California,Yes,Artificial rock reef built,Yes,1987,"Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.",1,0,0,0,0,Table 4,Topanga,12,12,,,,,,,,,,,269,acres,1,m^2,1990,Nov,1992,Nov,0,,,0,,,,,,,,,,,,,,,,,,,,
JD,693,"Bedford, et al., 2006",AH,0,0,0,0,0,0,1,0,0,0,NA,NA,turf invertebrates,rocky subtidal,34.013056,-118.5425,Southern California,Yes,Artificial rock reef built,Yes,1987,"Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.",1,0,0,0,0,Table 4,Shallow,12,12,,,,,,,,,,,269,acres,1,m^2,1992,Nov,1993,Nov,0,,,11,,,,,,,,,,,,,,,,,,,,
JD,693,"Bedford, et al., 2006",AH,0,0,0,0,0,0,1,0,0,0,NA,NA,turf invertebrates,rocky subtidal,34.013056,-118.5425,Southern California,Yes,Artificial rock reef built,Yes,1987,"Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.",1,0,0,0,0,Table 4,Mid,12,12,,,,,,,,,,,269,acres,1,m^2,1992,Nov,1993,Nov,11,,,12,,,,,,,,,,,,,,,,,,,,
JD,693,"Bedford, et al., 2006",AH,0,0,0,0,0,0,1,0,0,0,NA,NA,turf invertebrates,rocky subtidal,34.013056,-118.5425,Southern California,Yes,Artificial rock reef built,Yes,1987,"Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.",1,0,0,0,0,Table 4,Deep,12,12,,,,,,,,,,,269,acres,1,m^2,1992,Nov,1993,Nov,0,,,10,,,,,,,,,,,,,,,,,,,,
JD,693,"Bedford, et al., 2006",AH,0,0,0,0,0,0,1,0,0,0,NA,NA,turf invertebrates,rocky subtidal,34.013056,-118.5425,Southern California,Yes,Artificial rock reef built,Yes,1987,"Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.",1,0,0,0,0,Table 4,Topanga,12,12,,,,,,,,,,,269,acres,1,m^2,1992,Nov,1993,Nov,0,,,8,,,,,,,,,,,,,,,,,,,,
JD,693,"Bedford, et al., 2006",AH,0,0,0,0,0,0,1,0,0,0,NA,NA,turf invertebrates,rocky subtidal,34.013056,-118.5425,Southern California,Yes,Artificial rock reef built,Yes,1987,"Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.",1,0,0,0,0,Table 4,Shallow,12,12,,,,,,,,,,,269,acres,1,m^2,1993,Nov,1995,Nov,11,,,13,,,,,,,,,,,,,,,,,,,,
JD,693,"Bedford, et al., 2006",AH,0,0,0,0,0,0,1,0,0,0,NA,NA,turf invertebrates,rocky subtidal,34.013056,-118.5425,Southern California,Yes,Artificial rock reef built,Yes,1987,"Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.",1,0,0,0,0,Table 4,Mid,12,12,,,,,,,,,,,269,acres,1,m^2,1993,Nov,1995,Nov,12,,,15,,,,,,,,,,,,,,,,,,,,
JD,693,"Bedford, et al., 2006",AH,0,0,0,0,0,0,1,0,0,0,NA,NA,turf invertebrates,rocky subtidal,34.013056,-118.5425,Southern California,Yes,Artificial rock reef built,Yes,1987,"Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.",1,0,0,0,0,Table 4,Deep,12,12,,,,,,,,,,,269,acres,1,m^2,1993,Nov,1995,Nov,10,,,10,,,,,,,,,,,,,,,,,,,,
JD,693,"Bedford, et al., 2006",AH,0,0,0,0,0,0,1,0,0,0,NA,NA,turf invertebrates,rocky subtidal,34.013056,-118.5425,Southern California,Yes,Artificial rock reef built,Yes,1987,"Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.",1,0,0,0,0,Table 4,Topanga,12,12,,,,,,,,,,,269,acres,1,m^2,1993,Nov,1995,Nov,8,,,10,,,,,,,,,,,,,,,,,,,,
JD,693,"Bedford, et al., 2006",AH,0,0,1,0,0,0,0,0,0,0,NA,NA,Benthic macroalgae,rocky subtidal,34.013056,-118.5425,Southern California,Yes,Artificial rock reef built,Yes,1987,"Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.",1,0,0,0,0,Table 5,Shallow,12,12,,,,,,,,,,,269,acres,1,m^2,1989,Nov,1990,Nov,7,,,5,,,,,,,,,,,,,,,,,,,,
JD,693,"Bedford, et al., 2006",AH,0,0,1,0,0,0,0,0,0,0,NA,NA,Benthic macroalgae,rocky subtidal,34.013056,-118.5425,Southern California,Yes,Artificial rock reef built,Yes,1987,"Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.",1,0,0,0,0,Table 5,Mid,12,12,,,,,,,,,,,269,acres,1,m^2,1989,Nov,1990,Nov,6,,,4,,,,,,,,,,,,,,,,,,,,
JD,693,"Bedford, et al., 2006",AH,0,0,1,0,0,0,0,0,0,0,NA,NA,Benthic macroalgae,rocky subtidal,34.013056,-118.5425,Southern California,Yes,Artificial rock reef built,Yes,1987,"Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.",1,0,0,0,0,Table 5,Deep,12,12,,,,,,,,,,,269,acres,1,m^2,1989,Nov,1990,Nov,3,,,3,,,,,,,,,,,,,,,,,,,,
JD,693,"Bedford, et al., 2006",AH,0,0,1,0,0,0,0,0,0,0,NA,NA,Benthic macroalgae,rocky subtidal,34.013056,-118.5425,Southern California,Yes,Artificial rock reef built,Yes,1987,"Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.",1,0,0,0,0,Table 5,Topanga,12,12,,,,,,,,,,,269,acres,1,m^2,1989,Nov,1990,Nov,6,,,0,,,,,,,,,,,,,,,,,,,,
JD,693,"Bedford, et al., 2006",AH,0,0,1,0,0,0,0,0,0,0,NA,NA,Benthic macroalgae,rocky subtidal,34.013056,-118.5425,Southern California,Yes,Artificial rock reef built,Yes,1987,"Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.",1,0,0,0,0,Table 5,Shallow,12,12,,,,,,,,,,,269,acres,1,m^2,1990,Nov,1992,Nov,5,,,0,,,,,,,,,,,,,,,,,,,,
JD,693,"Bedford, et al., 2006",AH,0,0,1,0,0,0,0,0,0,0,NA,NA,Benthic macroalgae,rocky subtidal,34.013056,-118.5425,Southern California,Yes,Artificial rock reef built,Yes,1987,"Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.",1,0,0,0,0,Table 5,Mid,12,12,,,,,,,,,,,269,acres,1,m^2,1990,Nov,1992,Nov,4,,,3,,,,,,,,,,,,,,,,,,,,
JD,693,"Bedford, et al., 2006",AH,0,0,1,0,0,0,0,0,0,0,NA,NA,Benthic macroalgae,rocky subtidal,34.013056,-118.5425,Southern California,Yes,Artificial rock reef built,Yes,1987,"Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.",1,0,0,0,0,Table 5,Deep,12,12,,,,,,,,,,,269,acres,1,m^2,1990,Nov,1992,Nov,3,,,0,,,,,,,,,,,,,,,,,,,,
JD,693,"Bedford, et al., 2006",AH,0,0,1,0,0,0,0,0,0,0,NA,NA,Benthic macroalgae,rocky subtidal,34.013056,-118.5425,Southern California,Yes,Artificial rock reef built,Yes,1987,"Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.",1,0,0,0,0,Table 5,Topanga,12,12,,,,,,,,,,,269,acres,1,m^2,1990,Nov,1992,Nov,0,,,0,,,,,,,,,,,,,,,,,,,,
JD,693,"Bedford, et al., 2006",AH,0,0,1,0,0,0,0,0,0,0,NA,NA,Benthic macroalgae,rocky subtidal,34.013056,-118.5425,Southern California,Yes,Artificial rock reef built,Yes,1987,"Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.",1,0,0,0,0,Table 5,Shallow,12,12,,,,,,,,,,,269,acres,1,m^2,1992,Nov,1993,Nov,0,,,4,,,,,,,,,,,,,,,,,,,,
JD,693,"Bedford, et al., 2006",AH,0,0,1,0,0,0,0,0,0,0,NA,NA,Benthic macroalgae,rocky subtidal,34.013056,-118.5425,Southern California,Yes,Artificial rock reef built,Yes,1987,"Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.",1,0,0,0,0,Table 5,Mid,12,12,,,,,,,,,,,269,acres,1,m^2,1992,Nov,1993,Nov,3,,,1,,,,,,,,,,,,,,,,,,,,
JD,693,"Bedford, et al., 2006",AH,0,0,1,0,0,0,0,0,0,0,NA,NA,Benthic macroalgae,rocky subtidal,34.013056,-118.5425,Southern California,Yes,Artificial rock reef built,Yes,1987,"Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.",1,0,0,0,0,Table 5,Deep,12,12,,,,,,,,,,,269,acres,1,m^2,1992,Nov,1993,Nov,0,,,3,,,,,,,,,,,,,,,,,,,,
JD,693,"Bedford, et al., 2006",AH,0,0,1,0,0,0,0,0,0,0,NA,NA,Benthic macroalgae,rocky subtidal,34.013056,-118.5425,Southern California,Yes,Artificial rock reef built,Yes,1987,"Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.",1,0,0,0,0,Table 5,Topanga,12,12,,,,,,,,,,,269,acres,1,m^2,1992,Nov,1993,Nov,0,,,4,,,,,,,,,,,,,,,,,,,,
JD,693,"Bedford, et al., 2006",AH,0,0,1,0,0,0,0,0,0,0,NA,NA,Benthic macroalgae,rocky subtidal,34.013056,-118.5425,Southern California,Yes,Artificial rock reef built,Yes,1987,"Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.",1,0,0,0,0,Table 5,Shallow,12,12,,,,,,,,,,,269,acres,1,m^2,1993,Nov,1995,Nov,4,,,3,,,,,,,,,,,,,,,,,,,,
JD,693,"Bedford, et al., 2006",AH,0,0,1,0,0,0,0,0,0,0,NA,NA,Benthic macroalgae,rocky subtidal,34.013056,-118.5425,Southern California,Yes,Artificial rock reef built,Yes,1987,"Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.",1,0,0,0,0,Table 5,Mid,12,12,,,,,,,,,,,269,acres,1,m^2,1993,Nov,1995,Nov,1,,,3,,,,,,,,,,,,,,,,,,,,
JD,693,"Bedford, et al., 2006",AH,0,0,1,0,0,0,0,0,0,0,NA,NA,Benthic macroalgae,rocky subtidal,34.013056,-118.5425,Southern California,Yes,Artificial rock reef built,Yes,1987,"Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.",1,0,0,0,0,Table 5,Deep,12,12,,,,,,,,,,,269,acres,1,m^2,1993,Nov,1995,Nov,3,,,6,,,,,,,,,,,,,,,,,,,,
JD,693,"Bedford, et al., 2006",AH,0,0,1,0,0,0,0,0,0,0,NA,NA,Benthic macroalgae,rocky subtidal,34.013056,-118.5425,Southern California,Yes,Artificial rock reef built,Yes,1987,"Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.",1,0,0,0,0,Table 5,Topanga,12,12,,,,,,,,,,,269,acres,1,m^2,1993,Nov,1995,Nov,4,,,5,,,,,,,,,,,,,,,,,,,,
JD,404,"Whomersley, P., et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macro-invert infauna,Nearshore subtidal,53,3,United Kingdom,Yes,Dredge Dump Site,Yes,1982,"Licensed for disposal of dredged material in 1982. Plot size assumed to be 0.1 cm^2 Day grab - see: doi:10.1016/j.marpolbul.2005.09.028 - ""Ecological consequences of dredged material disposal in the marine environment: A holistic assessment of activities around the England and Wales coastline"" Bolam et al 2006",0,0,0,1,0,Figure 2,D,4,4,,,,,,,,,,,4,km^2,0.1,cm^2,1996,Sep,1997,Sep,21.3,2.5,95% CI,17.96,4.9,95% CI,,,,,,,,,,,,,,,,,,
JD,404,"Whomersley, P., et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macro-invert infauna,Nearshore subtidal,53,3,United Kingdom,No,NA,NA,,,0,0,0,1,0,Figure 2,Rn,4,4,,,,,,,,,,,4,km^2,0.1,cm^2,1996,Sep,1997,Sep,31.99,6.1,95% CI,29.92,5.4,95% CI,,,,,,,,,,,,,,,,,,
JD,404,"Whomersley, P., et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macro-invert infauna,Nearshore subtidal,53,3,United Kingdom,No,NA,NA,,,0,0,0,1,0,Figure 2,Rs,4,4,,,,,,,,,,,4,km^2,0.1,cm^2,1996,Sep,1997,Sep,36.61,4.3,95% CI,28.16,6.4,95% CI,,,,,,,,,,,,,,,,,,
JD,404,"Whomersley, P., et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macro-invert infauna,Nearshore subtidal,53,3,United Kingdom,Yes,Dredge Dump Site,Yes,1982,"Licensed for disposal of dredged material in 1982. Plot size assumed to be 0.1 cm^2 Day grab - see: doi:10.1016/j.marpolbul.2005.09.028 - ""Ecological consequences of dredged material disposal in the marine environment: A holistic assessment of activities around the England and Wales coastline"" Bolam et al 2006",0,0,0,1,0,Figure 2,D,4,4,,,,,,,,,,,4,km^2,0.1,cm^2,1997,Sep,1998,Sep,17.96,4.9,95% CI,14.94,4.7,95% CI,,,,,,,,,,,,,,,,,,
